,Date,Open,High,Low,Close,Adj Close,Volume,weekday,shift_close
0,2016-11-11,36.848,37.776001,36.599998,37.712002000000005,37.712002000000005,19942500,4,
1,2016-11-14,37.599998,37.650002,35.638,36.290001000000004,36.290001000000004,32761000,0,37.712002000000005
2,2016-11-15,36.556,37.285999,36.41,36.754002,36.754002,19510000,1,36.290001000000004
3,2016-11-16,36.529999,36.945999,36.242001,36.785999,36.785999,17172000,2,36.754002
4,2016-11-17,36.698002,37.897999,36.422001,37.731998,37.731998,24435500,3,36.785999
5,2016-11-18,38.130001,38.599998,37.0,37.004002,37.004002,26051500,4,37.731998
6,2016-11-21,37.007999,37.778,36.882,36.903999,36.903999,21805000,0,37.004002
7,2016-11-22,37.167999,38.293999,36.742001,38.234001,38.234001,28017000,1,36.903999
8,2016-11-23,38.122002,39.127998,37.799999,38.627998,38.627998,24459500,2,38.234001
9,2016-11-25,38.728001,39.448002,38.728001,39.330002,39.330002,11830500,4,38.627998
10,2016-11-28,39.096001,39.869999,38.91,39.223999,39.223999,22646000,0,39.330002
11,2016-11-29,39.112,39.346001,37.900002,37.914001,37.914001,22196500,1,39.223999
12,2016-11-30,38.200001,38.377998,37.5,37.880001,37.880001,17735500,2,37.914001
13,2016-12-01,37.650002,37.706001,36.200001,36.375999,36.375999,25632000,3,37.880001
14,2016-12-02,36.576,36.976002,36.0,36.293999,36.293999,20211500,4,36.375999
15,2016-12-05,36.501999,37.778,36.501999,37.360001000000004,37.360001000000004,20361000,0,36.293999
16,2016-12-06,37.104,37.316002000000005,36.535999,37.169998,37.169998,16958000,1,37.360001000000004
17,2016-12-07,37.23,38.68,37.0,38.630001,38.630001,27309500,2,37.169998
18,2016-12-08,38.41,38.5,37.908001,38.458,38.458,15970500,3,38.630001
19,2016-12-09,38.174,38.768002,38.161999,38.436001,38.436001,13612500,4,38.458
20,2016-12-12,38.560001,38.883998999999996,38.236,38.486,38.486,12194500,0,38.436001
21,2016-12-13,38.636002000000005,40.256001,38.599998,39.630001,39.630001,34119500,1,38.486
22,2016-12-14,39.748001,40.599998,39.352001,39.737999,39.737999,20754500,2,39.630001
23,2016-12-15,39.681999,40.147999,39.478001,39.515999,39.515999,16098000,3,39.737999
24,2016-12-16,39.616001000000004,40.518002,39.52,40.498001,40.498001,18984500,4,39.515999
25,2016-12-19,40.498001,40.889998999999996,39.967999,40.546001000000004,40.546001000000004,17440500,0,40.498001
26,2016-12-20,40.610001000000004,41.799999,40.5,41.757999,41.757999,23445500,1,40.546001000000004
27,2016-12-21,41.689999,42.445999,41.481998,41.540001000000004,41.540001000000004,26038000,2,41.757999
28,2016-12-22,41.644001,41.998001,41.299999,41.689999,41.689999,15555500,3,41.540001000000004
29,2016-12-23,41.599998,42.689999,41.542,42.667999,42.667999,23352500,4,41.689999
30,2016-12-27,42.976002,44.450001,42.883998999999996,43.905998,43.905998,29578500,1,42.667999
31,2016-12-28,44.306,44.759997999999996,43.439999,43.948002,43.948002,18912500,2,43.905998
32,2016-12-29,43.712002000000005,43.84,42.824001,42.936001,42.936001,20225000,3,43.948002
33,2016-12-30,43.259997999999996,43.5,42.335999,42.737999,42.737999,23213000,4,42.936001
34,2017-01-03,42.972,44.066002000000005,42.192001,43.397999,43.397999,29616500,1,42.737999
35,2017-01-04,42.950001,45.599998,42.862,45.397999,45.397999,56067500,2,43.397999
36,2017-01-05,45.284,45.495998,44.389998999999996,45.349998,45.349998,29558500,3,45.397999
37,2017-01-06,45.386002000000005,46.062,45.09,45.801998,45.801998,27639500,4,45.349998
38,2017-01-09,45.793999,46.383998999999996,45.599998,46.256001,46.256001,19897500,0,45.801998
39,2017-01-10,46.400002,46.400002,45.377998,45.973999,45.973999,18300000,1,46.256001
40,2017-01-11,45.813999,45.995998,45.335999,45.945999,45.945999,18254000,2,45.973999
41,2017-01-12,45.812,46.139998999999996,45.116001000000004,45.917999,45.917999,18951000,3,45.945999
42,2017-01-13,46.0,47.57,45.917999,47.549999,47.549999,30465000,4,45.917999
43,2017-01-17,47.34,47.992001,46.874001,47.116001000000004,47.116001000000004,23087500,1,47.549999
44,2017-01-18,47.330002,47.942001,47.116001000000004,47.672001,47.672001,18845000,2,47.116001000000004
45,2017-01-19,49.450001,49.736,48.150002,48.751999,48.751999,38661500,3,47.672001
46,2017-01-20,49.091999,49.200001,48.602001,48.945999,48.945999,21021500,4,48.751999
47,2017-01-23,49.169998,50.178001,49.099998,49.784,49.784,31314500,0,48.945999
48,2017-01-24,50.0,50.959998999999996,49.93,50.922001,50.922001,24827500,1,49.784
49,2017-01-25,51.462002000000005,51.692001,50.360001000000004,50.894001,50.894001,25713000,2,50.922001
50,2017-01-26,50.858002,51.147999,50.150002,50.501999,50.501999,15760500,3,50.894001
51,2017-01-27,50.276001,50.599998,49.703998999999996,50.59,50.59,15831500,4,50.501999
52,2017-01-30,50.506001,51.057999,49.419998,50.125999,50.125999,19005500,0,50.59
53,2017-01-31,49.848,51.178001,49.540001000000004,50.386002000000005,50.386002000000005,20580500,1,50.125999
54,2017-02-01,50.610001000000004,50.639998999999996,49.810001,49.848,49.848,19794000,2,50.386002000000005
55,2017-02-02,49.667999,50.484001,49.542,50.310001,50.310001,12499000,3,49.848
56,2017-02-03,50.382,50.436001,49.936001,50.265999,50.265999,10933500,4,50.310001
57,2017-02-06,50.200001,51.563999,50.125999,51.554001,51.554001,17812500,0,50.265999
58,2017-02-07,51.638,52.0,51.284,51.495998,51.495998,21224000,1,51.554001
59,2017-02-08,51.470001,52.672001,51.240002000000004,52.416,52.416,19665000,2,51.495998
60,2017-02-09,53.25,54.236,53.23,53.84,53.84,39101000,3,52.416
61,2017-02-10,53.958,54.189999,53.222,53.846001,53.846001,18098500,4,53.84
62,2017-02-13,54.147999,56.158001,54.102001,56.119999,56.119999,35148000,0,53.846001
63,2017-02-14,55.806,57.478001,55.722,56.195999,56.195999,36726000,1,56.119999
64,2017-02-15,56.0,56.448002,55.287997999999995,55.952,55.952,24739500,2,56.195999
65,2017-02-16,55.52,56.0,53.700001,53.790001000000004,53.790001000000004,35386500,3,55.952
66,2017-02-17,53.16,54.577999,52.830002,54.445999,54.445999,31285500,4,53.790001000000004
67,2017-02-21,55.09,56.279999,54.801998,55.478001,55.478001,28383500,1,54.445999
68,2017-02-22,56.062,56.689999,54.52,54.702,54.702,43775000,2,55.478001
69,2017-02-23,52.799999,52.931999,51.112,51.198002,51.198002,74576000,3,54.702
70,2017-02-24,50.532001,51.650002,50.040001000000004,51.400002,51.400002,40858000,4,51.198002
71,2017-02-27,49.633998999999996,49.672001,48.402,49.245998,49.245998,57304000,0,51.400002
72,2017-02-28,48.838001,50.200001,48.779999,49.998001,49.998001,30390500,1,49.245998
73,2017-03-01,50.835999,50.970001,49.821999,50.004002,50.004002,24047500,2,49.998001
74,2017-03-02,49.942001,50.655998,49.653999,50.096001,50.096001,16759000,3,50.004002
75,2017-03-03,50.147999,50.380001,49.799999,50.313999,50.313999,14597000,4,50.096001
76,2017-03-06,49.582001,50.34,49.501999,50.242001,50.242001,16777500,0,50.313999
77,2017-03-07,50.383998999999996,50.778,49.664001,49.717999,49.717999,17297500,1,50.242001
78,2017-03-08,49.400002,50.014,49.063999,49.374001,49.374001,18626000,2,49.717999
79,2017-03-09,49.526001,49.731998,48.599998,48.98,48.98,19396500,3,49.374001
80,2017-03-10,49.242001,49.299999,48.599998,48.737999,48.737999,15331500,4,48.98
81,2017-03-13,48.964001,49.369999,48.556,49.234001,49.234001,15113000,0,48.737999
82,2017-03-14,49.222,51.624001,49.203998999999996,51.599998,51.599998,37992000,1,49.234001
83,2017-03-15,51.400002,52.200001,50.854,51.146,51.146,26654000,2,51.599998
84,2017-03-16,52.48,53.150002,51.812,52.41,52.41,35661000,3,51.146
85,2017-03-17,52.799999,53.066002000000005,52.240002000000004,52.299999,52.299999,32487500,4,52.41
86,2017-03-20,52.119999,52.91,51.764,52.383998999999996,52.383998999999996,18071500,0,52.299999
87,2017-03-21,52.566002000000005,52.959998999999996,50.048,50.136002000000005,50.136002000000005,34543000,1,52.383998999999996
88,2017-03-22,50.312,51.014,50.102001,51.001999,51.001999,20296500,2,50.136002000000005
89,2017-03-23,51.077999,51.534,50.66,50.956001,50.956001,16601000,3,51.001999
90,2017-03-24,51.139998999999996,52.778,51.001999,52.632,52.632,28236500,4,50.956001
91,2017-03-27,52.119999,54.113997999999995,51.950001,54.043999,54.043999,31154000,0,52.632
92,2017-03-28,55.403999,56.136002000000005,55.0,55.490002000000004,55.490002000000004,39938000,1,54.043999
93,2017-03-29,55.667999,55.919998,55.108002,55.476002,55.476002,18381000,2,55.490002000000004
94,2017-03-30,55.608002,56.400002,55.442001,55.584,55.584,20742000,3,55.476002
95,2017-03-31,55.745998,55.936001,55.264,55.66,55.66,16473000,4,55.584
96,2017-04-03,57.380001,59.799999,56.916,59.703998999999996,59.703998999999996,69443000,0,55.66
97,2017-04-04,59.377998,60.962002000000005,58.905998,60.740002000000004,60.740002000000004,50673000,1,59.703998999999996
98,2017-04-05,60.408001,60.976002,58.84,59.0,59.0,39404500,2,60.740002000000004
99,2017-04-06,59.375999,60.388,58.82,59.740002000000004,59.740002000000004,27603000,3,59.0
100,2017-04-07,59.5,60.537997999999995,59.43,60.507999,60.507999,22898000,4,59.740002000000004
101,2017-04-10,61.830002,62.745998,61.742001,62.478001,62.478001,38322500,0,60.507999
102,2017-04-11,62.675999,62.694,61.099998,61.742001,61.742001,28623000,1,62.478001
103,2017-04-12,61.268002,61.689999,59.264,59.368,59.368,30253500,2,61.742001
104,2017-04-13,59.34,61.478001,59.060001,60.799999,60.799999,46423000,3,59.368
105,2017-04-17,60.540001000000004,60.799999,59.736,60.287997999999995,60.287997999999995,20693500,0,60.799999
106,2017-04-18,59.939999,60.167999,59.580002,60.049999,60.049999,15178500,1,60.287997999999995
107,2017-04-19,60.492001,61.324001,60.422001,61.104,61.104,19490000,2,60.049999
108,2017-04-20,61.301998,61.830002,60.046001000000004,60.501999,60.501999,30747000,3,61.104
109,2017-04-21,60.400002,61.279999,60.084,61.119999,61.119999,22549000,4,60.501999
110,2017-04-24,61.844002,62.110001000000004,61.203998999999996,61.605999,61.605999,25417500,0,61.119999
111,2017-04-25,61.599998,62.796001000000004,61.172001,62.757999,62.757999,33688500,1,61.605999
112,2017-04-26,62.473999,62.900002,61.799999,62.034,62.034,23475000,2,62.757999
113,2017-04-27,62.338001,62.618,61.5,61.726002,61.726002,17343000,3,62.034
114,2017-04-28,61.966,62.959998999999996,61.599998,62.813999,62.813999,22527500,4,61.726002
115,2017-05-01,62.976002,65.449997,62.962002000000005,64.566002,64.566002,44148000,0,62.813999
116,2017-05-02,64.800003,65.531998,63.312,63.778,63.778,26914000,1,64.566002
117,2017-05-03,63.534,64.306,62.09,62.203998999999996,62.203998999999996,35667000,2,63.778
118,2017-05-04,61.487999,61.554001,58.152,59.091999,59.091999,70760000,3,62.203998999999996
119,2017-05-05,59.599998,61.709998999999996,59.360001000000004,61.669998,61.669998,40886500,4,59.091999
120,2017-05-08,62.18,62.757999,61.164001,61.438,61.438,35032500,0,61.669998
121,2017-05-09,61.875999,64.398003,61.82,64.251999,64.251999,48382500,1,61.438
122,2017-05-10,64.311996,65.099998,63.624001,65.043999,65.043999,28708000,2,64.251999
123,2017-05-11,64.68,65.199997,63.919998,64.620003,64.620003,23769000,3,65.043999
124,2017-05-12,65.096001,65.400002,64.306,64.961998,64.961998,20608000,4,64.620003
125,2017-05-15,63.675999,64.040001,62.506001,63.175999,63.175999,38110000,0,64.961998
126,2017-05-16,63.518002,64.012001,63.028,63.402,63.402,20762500,1,63.175999
127,2017-05-17,62.877998,62.925999,61.099998,61.222,61.222,33559500,2,63.402
128,2017-05-18,61.400002,62.787997999999995,61.062,62.612,62.612,28269000,3,61.222
129,2017-05-19,63.099998,63.299999,62.040001000000004,62.166,62.166,23438000,4,62.612
