candle_begin_time,open,high,low,close,volume,signal,pos,equity_change,equity_curve
2018/9/19 17:00,209.55,209.56,206.69,208,11210.58271,,1,-0.017455632,2355.29734
2018/9/19 18:00,208,208,196,200.55,110901.6228,,1,-0.084842816,2155.46728
2018/9/19 19:00,200.5549371,214.5,197.58,209.57,166023.5457,,1,0.112245683,2397.409178
2018/9/19 20:00,209.47,213.92,209.01,211.13,22752.91063,,1,0.017453679,2439.252788
2018/9/19 21:00,211.13,212.13,209.01,209.75,11789.47953,,1,-0.015174934,2402.237287
2018/9/19 22:00,209.85,210.2,208.15,209.04,7839.063794,,1,-0.007927696,2383.19308
2018/9/19 23:00,209.16,210,208.43,209.83,4916.333782,,1,0.008891446,2404.383113
2018/9/20 0:00,209.83,212.02,209.42,211.03,12936.39502,,1,0.013386965,2436.570505
2018/9/20 1:00,211.03,211.04,210,210.13,3932.243838,,1,-0.009907591,2412.429961
2018/9/20 2:00,210.13,210.14,208.5,209.04,4864.794829,,1,-0.012119266,2383.19308
2018/9/20 3:00,209.04,209.58,208.58,209.15,1740.036236,,1,0.001238049,2386.143591
2018/9/20 4:00,209.15,209.38,207.14,207.42,4267.306606,,1,-0.019447065,2339.7401
2018/9/20 5:00,207.42,208.29,207,208.28,3462.11443,,1,0.009859057,2362.807731
2018/9/20 6:00,208.16,210.38,207.68,209.27,12680.81823,,1,0.011238578,2389.36233
2018/9/20 7:00,209.27,209.73,208.74,209.15,3623.076628,,1,-0.001347112,2386.143591
2018/9/20 8:00,209.15,209.3,207.49,208.19,10965.5145,,1,-0.010791435,2360.393677
2018/9/20 9:00,208.19,208.37,207.22,207.94,4795.980397,,1,-0.002840927,2353.68797
2018/9/20 10:00,207.94,210,207.83,210,6084.432482,,1,0.023475934,2408.942994
2018/9/20 11:00,210,213.33,209.42,212.64,28753.4368,,1,0.029395574,2479.755256
2018/9/20 12:00,212.64,216.805001,211.22,212.11,43193.60623,,1,-0.005732863,2465.539158
2018/9/20 13:00,212.12,212.7,210.5411757,212.06,11670.62122,,1,-0.000543955,2464.198017
2018/9/20 14:00,211.93,212.02,210.7,211.06,9196.43423,,1,-0.010885013,2437.37519
