Date,Adj Close
2010-07-11,-9.37500000000001
2010-07-18,18.620689655172406
2010-07-25,3.1492005813953616
2010-08-01,-6.341006655943316
2010-08-08,-1.755241162297183
2010-08-15,-6.482924961715164
2010-08-22,4.2576430834178725
2010-08-29,3.141362078890597
2010-09-05,6.8527936174602955
2010-09-12,-4.180476052369597
2010-09-19,0.29747141857425774
2010-09-26,-0.6426345421071344
2010-10-03,2.4875373134328305
2010-10-10,-0.8252186468977185
2010-10-17,0.5383994126284763
2010-10-24,0.8763390643473867
2010-10-31,5.405430841078873
2010-11-07,11.904739010989008
2010-11-14,22.09493087048504
2010-11-21,3.8539048012574906
2010-11-28,13.972265246853844
2010-12-05,-10.84374138678632
2010-12-12,0.09526835428204095
2010-12-19,-0.5075825678271917
2010-12-26,-4.0497601961479335
2011-01-02,-11.498853439680945
2011-01-09,6.045851679656722
2011-01-16,-8.817278892124847
2011-01-23,-10.524289218584615
2011-01-30,4.210091145833328
2011-02-06,-2.2907325508678578
2011-02-13,-0.8951406649616356
2011-02-20,-0.3010967741935433
2011-02-27,1.8550694251659783
2011-03-06,5.675540025412951
2011-03-13,-3.527014734872691
2011-03-20,-4.611548688918021
2011-03-27,-0.9146339471616027
2011-04-03,17.186765453458143
2011-04-10,-0.6376407797525907
2011-04-17,-3.4352774631936644
2011-04-24,4.53483278632385
2011-05-01,3.2161362722258335
2011-05-08,-1.7391304347826098
2011-05-15,1.58556415929203
2011-05-22,1.5245006307621267
2011-05-29,5.6488906598336275
2011-06-05,1.9627918781725873
2011-06-12,-7.534051189171731
2011-06-19,-4.881515592518948
2011-06-26,4.037716219298826
2011-07-03,5.25935799782371
2011-07-10,-0.7236387450656911
2011-07-17,-4.2693501788701465
2011-07-24,6.2001439086033505
2011-07-31,-3.8238470768441335
2011-08-07,-13.951011714589978
2011-08-14,8.539603960396036
2011-08-21,-15.24133409350057
2011-08-28,6.4125321944995095
2011-09-04,-2.7812895069532217
2011-09-11,-0.4334850455136485
2011-09-18,12.320442385816799
2011-09-25,2.2480813953488443
2011-10-02,-7.543611155494478
2011-10-09,10.660086100861022
2011-10-16,3.9273997642459646
2011-10-23,-0.07128342245988906
2011-10-30,6.564358443746254
2011-11-06,8.168749274983146
2011-11-13,4.116388115134639
2011-11-20,-3.0915869364466553
2011-11-27,-2.883405350215551
2011-12-04,5.180021291847581
2011-12-11,-6.786801801801811
2011-12-18,-9.793783794101763
2011-12-25,-0.35716065050702683
2012-01-01,2.3655913978494425
2012-01-08,-5.777310924369738
2012-01-15,-15.3103121516165
2012-01-22,16.71786237776709
2012-01-29,10.263159823902225
2012-02-05,6.205285749281586
2012-02-12,-0.16054572061867667
2012-02-19,12.443731904136968
2012-02-26,-3.488690804788497
2012-03-04,0.8592444444444514
2012-03-11,2.056419220978145
2012-03-18,1.6695595854922418
2012-03-25,-3.5107724361873816
